-0.8015 -1.2678 -0 -73.036327
-3.2062 -5.0715 -0 -73.034903
-5.0765 -8.0299 -0 -73.033936
-6.4123 -10.1429 0.0262 -73.033639
-8.0143 -12.677 0.1283 -73.033231
-8.8146 -13.9429 0.1666 -73.032928
-8.2187 -14.5214 0.2948 -73.032603
-8.7411 -16.3672 0.5247 -73.031744
-10.0309 -17.8905 1.1419 -73.030651
-11.386 -19.3222 1.89 -73.029591
-12.7254 -20.8552 2.392 -73.028591
-14.0432 -22.4116 2.6217 -73.027402
-14.6972 -24.3185 2.0715 -73.025956
-15.5306 -26.234 2.0482 -73.024384
-16.1094 -27.8038 2.3068 -73.023021
-14.7796 -28.9827 3.1257 -73.021877
-13.6062 -30.5844 3.6202 -73.020728
-12.2537 -32.1091 3.9089 -73.019577
-11.1222 -33.7683 4.2796 -73.018419
-10.1932 -35.2295 5.196 -73.017257
-9.3619 -36.7283 6.3117 -73.01609
-8.5851 -38.2492 7.4144 -73.014919
-7.5935 -39.8435 8.2499 -73.013745
-6.8916 -41.4349 9.2193 -73.01256
-6.2727 -43.3267 9.6108 -73.011373
-5.7427 -44.6215 10.9758 -73.010175
-5.2774 -45.3085 12.8612 -73.008972
-4.5701 -46.2857 12.7646 -73.007765
-3.9187 -47.0128 11.0346 -73.006551
-3.487 -47.3534 9.0584 -73.005327
-3.1601 -48.3203 10.2056 -73.004097
-2.5906 -49.7167 11.29 -73.002874
-2.064 -51.2649 10.2609 -73.001642
-1.9023 -53.0628 10.2828 -73.000408
-1.2374 -53.7481 8.8883 -72.999159
-0.2338 -55.4757 8.438 -72.997912
0.9268 -57.1391 8.1846 -72.996659
2.1659 -58.7648 8.26 -72.995402
2.7966 -60.3652 9.2072 -72.994137
3.5606 -62.0815 8.7826 -72.992867
4.1051 -63.9769 8.2533 -72.991589
4.7728 -65.8913 8.0534 -72.990309
5.555 -67.7898 8.1794 -72.989026
5.4215 -69.7319 8.5591 -72.987738
5.3722 -71.1779 9.39 -72.986441
6.6015 -72.8224 9.4344 -72.985141
7.9091 -74.3345 9.4579 -72.983835
9.1469 -75.9691 9.4502 -72.982525
10.0298 -77.8076 9.4917 -72.981212
10.7723 -79.6982 9.5101 -72.979892
12.3735 -80.8411 9.4583 -72.978569
13.4145 -82.6176 9.4397 -72.977241
14.1594 -84.5026 9.6273 -72.975907
14.908 -86.352 10.0263 -72.974569
15.6285 -88.1574 10.421 -72.973227
16.2688 -90.0988 10.1972 -72.97188
16.8061 -92.0324 10.2983 -72.97053
18.0591 -93.5211 10.9131 -72.969176
19.0692 -95.1762 11.592 -72.967818
20.0514 -96.8019 12.3554 -72.966458
20.7986 -98.4251 13.1509 -72.965092
22.3425 -99.643 13.6764 -72.963722
23.1324 -101.4525 13.8694 -72.962349
24.2278 -103.1764 13.8286 -72.960972
25.7948 -104.4654 13.8973 -72.959593
27.3532 -105.7951 13.951 -72.958213
28.4996 -107.4233 13.9547 -72.956828
30.0108 -108.56 13.6639 -72.955439
31.1081 -108.6091 12.0588 -72.954024
29.9694 -109.9097 10.9348 -72.952501
28.8308 -111.2104 9.8109 -72.951013
27.6922 -112.511 8.6869 -72.949561
26.8377 -113.4766 7.7017 -72.948125
28.1153 -111.9666 8.2837 -72.946602
29.3929 -110.4565 8.8658 -72.945116
30.6706 -108.9464 9.4479 -72.943667
31.1787 -108.9746 10.7509 -72.942207
31.0798 -109.3078 12.7833 -72.940741
31.1974 -110.3892 14.0207 -72.939302
31.8589 -112.2436 14.4776 -72.93787
32.2207 -114.0808 14.8897 -72.936436
32.3754 -116.0895 14.7382 -72.935002
33.2282 -117.7627 14.1097 -72.933566
34.0263 -119.6079 13.7086 -72.932132
34.4263 -121.5938 13.4703 -72.930698
34.6735 -123.5948 13.4834 -72.929265
34.4631 -125.6138 13.6554 -72.927833
35.477 -127.1975 13.9548 -72.926407
36.4488 -128.3733 14.9241 -72.924974
36.0423 -130.1872 15.3722 -72.923536
35.1621 -131.5518 15.4371 -72.922107
35.6418 -129.8523 14.8263 -72.920691
35.0348 -128.0619 14.2107 -72.919277
35.5446 -129.8444 14.1534 -72.917867
35.6291 -131.8577 14.0497 -72.916464
34.8485 -133.6181 13.7199 -72.915068
34.2995 -135.3089 12.7219 -72.913679
33.9891 -137.2127 12.2496 -72.912299
34.6951 -139.1364 12.158 -72.910929
34.4342 -141.0719 12.4762 -72.909569
34.9496 -142.8915 13.1328 -72.908215
35.1207 -144.6736 12.8365 -72.906876
36.0553 -146.4708 12.5635 -72.90555
36.5162 -147.9232 11.2272 -72.90423
37.0821 -149.6924 10.5935 -72.902932
38.1845 -151.3675 10.8233 -72.90165
38.9786 -152.5573 11.4668 -72.900382
38.5512 -154.4927 11.7745 -72.899126
38.9845 -156.4817 12.0272 -72.897887
38.8087 -158.4686 12.102 -72.89667
39.4316 -160.3993 12.1561 -72.895475
40.017 -162.1492 11.7738 -72.894301
39.9044 -164.0643 11.3068 -72.893155
40.4166 -165.9089 10.6066 -72.892032
41.3853 -167.5493 10.7632 -72.890939
42.1247 -169.1267 11.6727 -72.889875
42.1485 -170.8263 12.6221 -72.88884
41.2541 -172.1527 13.7028 -72.887841
41.3329 -173.6405 14.3131 -72.886876
41.6008 -174.8677 12.6805 -72.885945
41.8738 -176.7997 12.275 -72.885057
42.7438 -178.5456 11.9564 -72.884211
43.2439 -180.4578 12.0397 -72.883409
43.3656 -182.4295 12.4106 -72.882652
43.6747 -184.2146 13.2717 -72.881942
44.1736 -186.1236 13.8383 -72.881284
44.3535 -187.9066 14.7675 -72.880679
44.8726 -189.5685 15.6922 -72.88013
45.4404 -191.1005 14.5715 -72.879639
46.1386 -192.9259 14.1459 -72.879211
46.6287 -194.8895 13.783 -72.878846
47.9055 -196.4354 13.3908 -72.878549
49.0241 -197.9564 13.467 -72.878321
49.8322 -199.3762 13.2319 -72.878165
51.04 -200.3986 12.0409 -72.878086
-16.8109 -27.3553 2.8101 -73.023172
-17.497 -28.3029 4.2038 -73.022349
-18.1984 -29.271 5.5067 -73.021547
-18.2577 -29.3412 3.7473 -73.020614
-18.2679 -29.344 1.9276 -73.019704
-18.2781 -29.3467 0.108 -73.018817
-18.2883 -29.3494 -1.7116 -73.017956
-18.2985 -29.3522 -3.5313 -73.017118
-18.8534 -30.5664 -3.9808 -73.016293
-18.8107 -32.318 -3.8597 -73.015461
-19.3066 -34.0554 -3.7456 -73.014627
-18.9488 -34.5418 -2.2544 -73.013785
-18.3075 -35.7012 -1.0566 -73.01294
-18.003 -37.2922 -0.254 -73.012093
-17.2153 -38.7422 0.5062 -73.011243
-17.2992 -40.1694 1.5541 -73.010389
-17.1185 -41.7267 2.3954 -73.00953
-17.083 -42.8762 3.6698 -73.008663
-17.3639 -44.4413 4.545 -73.007795
-18.2212 -45.6938 5.2818 -73.006929
-18.9632 -46.7735 4.1464 -73.006058
-19.2427 -47.6114 2.5633 -73.005177
-19.7572 -49.1601 2.2576 -73.004303
-20.0441 -50.8741 2.5491 -73.003427
-20.3286 -52.4364 3.2684 -73.002552
-19.8077 -53.8024 3.6098 -73.001673
-19.2008 -54.6661 2.2731 -73.000788
-18.7221 -56.0354 2.9434 -72.9999
-18.7365 -56.729 4.1896 -72.999013
-18.8997 -58.1413 5.2798 -72.99813
-18.8149 -59.8936 5.7078 -72.997251
-18.9822 -61.072 7.0484 -72.99637
-19.3934 -62.5349 8.0119 -72.995498
-19.547 -63.8484 9.0694 -72.994625
-19.5772 -65.5723 8.63 -72.993763
-19.258 -67.3139 8.3405 -72.992906
-19.7508 -69.0603 8.364 -72.992059
-19.9946 -70.8175 8.7102 -72.991217
-19.8037 -72.5539 9.1873 -72.990384
-19.7201 -74.3251 9.5635 -72.989561
-20.2567 -75.9938 9.7611 -72.988748
-19.7758 -77.7066 9.8918 -72.987948
-19.8692 -79.394 10.0722 -72.987162
-20.6153 -80.6503 10.7965 -72.986391
-20.8101 -82.0334 11.1362 -72.985639
-21.8468 -83.2751 10.5156 -72.984905
-22.3598 -84.646 11.4203 -72.984192
-22.8139 -86.2646 12.0203 -72.983501
-22.9433 -87.4114 13.1988 -72.982828
-23.2601 -88.7922 14.1473 -72.982184
-23.5187 -90.5915 14.1567 -72.981573
-23.7693 -92.3875 14.2837 -72.980992
-23.9193 -94.161 14.5659 -72.980444
-24.765 -95.4177 14.2775 -72.979931
-25.6946 -96.5629 13.7452 -72.979458
-26.3361 -98.2508 13.7081 -72.979025
-26.22 -99.6251 14.4174 -72.978629
-26.029 -100.2322 16.1217 -72.978281
-25.98 -100.9366 17.7977 -72.977983
-26.1774 -101.1961 19.58 -72.977729
-26.4133 -101.3806 21.3748 -72.977539
-26.5757 -102.9017 22.0388 -72.977412
-26.565 -104.1061 22.8298 -72.977346
-10.4886 -18.1238 0.6694 -73.029754
-10.4015 -18.057 0.4643 -73.029114
-11.3637 -19.3353 1.4826 -73.028348
-12.4409 -20.4928 2.3203 -73.027442
-13.7335 -21.882 2.6066 -73.026459
-14.3525 -23.4451 1.6476 -73.025469
-14.7639 -24.7529 0.4153 -73.024476
-15.0123 -25.6795 -1.2982 -73.023475
-14.7483 -27.3027 -2.2341 -73.022471
-14.1682 -28.7546 -3.3613 -73.021459
-14.1335 -30.3237 -2.5621 -73.020441
-14.176 -32.0715 -1.7097 -73.01942
-14.076 -33.7889 -0.9359 -73.018394
-13.8862 -35.6563 -1.4771 -73.017363
-13.5408 -37.5381 -1.8551 -73.016328
-12.9254 -39.3671 -2.0095 -73.015285
-12.8947 -41.2639 -2.5483 -73.01424
-12.5093 -43.0891 -2.3969 -73.013189
-11.8636 -44.7358 -1.5183 -73.012127
